Reporting Area,MMWR Year,MMWR Week,"Hemolytic uremic snydrome post-diarrheal, Current week","Hemolytic uremic snydrome post-diarrheal, Current week, flag","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2021†","Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2020†","Hemolytic uremic snydrome post-diarrheal, Cum 2020†, flag","Hepatitis A, acute, Current week","Hepatitis A, acute, Current week, flag","Hepatitis A, acute, Previous 52 weeks Max†","Hepatitis A, acute, Previous 52 weeks Max†, flag","Hepatitis A, acute, Cum 2021†","Hepatitis A, acute, Cum 2021†, flag","Hepatitis A, acute, Cum 2020†","Hepatitis A, acute, Cum 2020†, flag","Hepatitis B, acute, Current week","Hepatitis B, acute, Current week, flag","Hepatitis B, acute, Previous 52 weeks Max†","Hepatitis B, acute, Previous 52 weeks Max†, flag","Hepatitis B, acute, Cum 2021†","Hepatitis B, acute, Cum 2021†, flag","Hepatitis B, acute, Cum 2020†","Hepatitis B, acute, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
US RESIDENTS,2021,44,3,,16,,246,,199,,10,,453,,4306,,8146,,7,,92,,1381,,1792,,,US RESIDENTS,20214401,
NEW HAMPSHIRE,2021,44,,-,0,,,-,,-,,-,2,,4,,26,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214406,POINT (-71.57139 43.680429)
NEW YORK,2021,44,,-,1,,7,,5,,1,,17,,100,,169,,,-,4,,10,,18,,NEW YORK,,20214411,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,44,1,,7,,11,,8,,5,,49,,913,,1088,,1,,14,,100,,130,,,WEST SOUTH CENTRAL,20214443,
NEBRASKA,2021,44,,-,2,,3,,1,,,-,1,,5,,4,,,-,0,,,-,1,,NEBRASKA,,20214425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,44,,-,3,,22,,24,,2,,31,,682,,1413,,2,,12,,210,,314,,,EAST SOUTH CENTRAL,20214438,
NORTH DAKOTA,2021,44,,-,2,,4,,3,,,-,1,,1,,1,,,-,1,,2,,4,,NORTH DAKOTA,,20214426,POINT (-100.46931 47.446305)
NEVADA,2021,44,,-,1,,1,,1,,,-,2,,1,,16,,,-,3,,10,,12,,NEVADA,,20214453,POINT (-114.916992 39.283294)
ILLINOIS,2021,44,,-,2,,3,,3,,,-,5,,62,,82,,,-,2,,11,,25,,ILLINOIS,,20214415,POINT (-89.148632 40.124144)
IOWA,2021,44,,-,2,,9,,3,,,-,1,,5,,6,,,-,2,,11,,17,,IOWA,,20214421,POINT (-93.500061 42.074659)
TOTAL,2021,38,1,,16,,205,,171,,15,,230,,3781,,7167,,9,,96,,1181,,1437,,,TOTAL,20213870,
US RESIDENTS,2021,38,1,,16,,205,,171,,15,,230,,3774,,7149,,9,,96,,1176,,1429,,,US RESIDENTS,20213801,
NEW HAMPSHIRE,2021,38,,-,0,,,-,,-,,-,2,,4,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20213806,POINT (-71.57139 43.680429)
NEW YORK,2021,38,,-,1,,7,,5,,,-,15,,88,,167,,,-,4,,8,,17,,NEW YORK,,20213811,POINT (-75.59655 42.921241)
PACIFIC,2021,38,1,,10,,102,,68,,1,,8,,74,,469,,2,,7,,81,,82,,,PACIFIC,20213857,
WEST SOUTH CENTRAL,2021,38,,-,2,,8,,6,,4,,50,,767,,875,,,-,14,,58,,104,,,WEST SOUTH CENTRAL,20213843,
NEBRASKA,2021,38,,-,2,,3,,1,,,-,1,,4,,4,,,-,0,,,-,1,,NEBRASKA,,20213825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,38,,-,3,,16,,21,,1,,38,,626,,1209,,1,,12,,179,,275,,,EAST SOUTH CENTRAL,20213838,
NORTH DAKOTA,2021,38,,-,2,,4,,3,,,-,1,,1,,1,,1,,1,,2,,2,,NORTH DAKOTA,,20213826,POINT (-100.46931 47.446305)
NEVADA,2021,38,,-,1,,1,,1,,,-,2,,1,,14,,,-,3,,10,,9,,NEVADA,,20213853,POINT (-114.916992 39.283294)
ILLINOIS,2021,38,,-,2,,3,,2,,,-,5,,59,,70,,,-,2,,10,,22,,ILLINOIS,,20213815,POINT (-89.148632 40.124144)
IOWA,2021,38,,-,2,,9,,2,,,-,1,,5,,6,,,-,2,,10,,15,,IOWA,,20213821,POINT (-93.500061 42.074659)
TEXAS,2021,38,,-,2,,4,,,-,,-,25,,224,,123,,,-,11,,18,,26,,TEXAS,,20213847,POINT (-99.317341 31.447238)
ALASKA,2021,38,,-,1,,1,,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20213858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,38,,-,0,,,-,,-,,-,1,,,-,5,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20213830,POINT (-77.016275 38.904785)
WASHINGTON,2021,38,,N,,NC,,N,,N,,-,5,,16,,255,,,-,3,,20,,25,,WASHINGTON,,20213862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,38,,-,2,,4,,1,,,-,9,,69,,178,,,-,5,,34,,47,,,NEW ENGLAND,20213802,
TEXAS,2021,44,,-,2,,4,,1,,2,,25,,334,,146,,,-,11,,36,,31,,TEXAS,,20214447,POINT (-99.317341 31.447238)
ALASKA,2021,44,,-,1,,1,,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20214458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,44,,-,0,,,-,,-,,-,1,,,-,5,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20214430,POINT (-77.016275 38.904785)
WASHINGTON,2021,44,,N,,NC,,N,,N,,-,284,,16,,,-,,-,3,,20,,,-,WASHINGTON,,20214462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,44,,-,2,,5,,1,,,-,8,,73,,210,,1,,5,,43,,55,,,NEW ENGLAND,20214402,
RHODE ISLAND,2021,44,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20214407,POINT (-71.534637 41.572574)
RHODE ISLAND,2021,38,,-,0,,,-,,-,,-,1,,1,,2,,,U,,NC,,U,,U,RHODE ISLAND,,20213807,POINT (-71.534637 41.572574)
OREGON,2021,38,,-,1,,3,,3,,,-,2,,9,,25,,1,,3,,19,,14,,OREGON,,20213861,POINT (-120.605279 43.940449)
DELAWARE,2021,38,,-,0,,,-,,-,,-,2,,5,,28,,,-,2,,4,,5,,DELAWARE,,20213829,POINT (-75.452394 38.994926)
ALABAMA,2021,38,,-,1,,2,,2,,1,,28,,341,,697,,,-,4,,44,,40,,ALABAMA,,20213839,POINT (-86.844516 32.756889)
KANSAS,2021,38,,-,1,,5,,2,,,-,23,,224,,98,,,-,0,,,-,2,,KANSAS,,20213822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,38,,-,1,,1,,1,,,-,35,,497,,295,,,-,5,,45,,94,,NORTH CAROLINA,,20213834,POINT (-79.130883 35.52603)
GUAM,2021,38,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,1,,,-,GUAM,,20213866,POINT (144.653198 13.3532)
NEW JERSEY,2021,38,,-,1,,,-,,-,,-,7,,34,,114,,,-,2,,,-,36,,NEW JERSEY,,20213810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,38,,-,0,,,-,,-,,-,1,,4,,5,,,-,0,,,-,,-,NEW MEXICO,,20213854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,38,,-,2,,12,,9,,,-,13,,128,,488,,,-,13,,169,,233,,,EAST NORTH CENTRAL,20213814,
TENNESSEE,2021,38,,-,3,,11,,15,,,-,6,,23,,245,,1,,5,,59,,116,,TENNESSEE,,20213842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,38,,-,0,,,-,,-,,-,1,,8,,12,,,-,0,,,-,,-,CONNECTICUT,,20213803,POINT (-72.738288 41.575155)
MARYLAND,2021,38,,-,1,,,-,6,,,-,23,,55,,178,,,-,3,,16,,27,,MARYLAND,,20213833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,38,,-,1,,1,,1,,3,,33,,313,,883,,,-,4,,33,,46,,SOUTH CAROLINA,,20213835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,38,,-,0,,,-,,-,,-,11,,11,,2,,,-,10,,13,,8,,OKLAHOMA,,20213846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213865,POINT (145.725693 15.1834)
OHIO,2021,38,,-,1,,4,,,-,,-,8,,48,,234,,,-,5,,76,,98,,OHIO,,20213818,POINT (-82.70936 40.415534)
MINNESOTA,2021,38,,-,1,,,-,,-,,-,2,,11,,64,,,-,1,,5,,7,,MINNESOTA,,20213823,POINT (-94.198308 46.349153)
LOUISIANA,2021,38,,-,1,,1,,2,,2,,42,,162,,559,,,-,2,,6,,34,,LOUISIANA,,20213845,POINT (-91.840238 30.921314)
HAWAII,2021,38,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,1,,1,,HAWAII,,20213860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,38,,-,2,,10,,15,,5,,102,,1433,,2869,,2,,64,,521,,500,,,SOUTH ATLANTIC,20213828,
PENNSYLVANIA,2021,38,,-,0,,,-,3,,2,,13,,113,,101,,3,,4,,37,,41,,PENNSYLVANIA,,20213813,POINT (-77.838886 40.896694)
UTAH,2021,38,,-,2,,5,,5,,,-,1,,5,,10,,,-,2,,10,,8,,UTAH,,20213855,POINT (-111.678222 39.323779)
COLORADO,2021,38,,-,1,,,-,6,,,-,1,,10,,68,,,-,1,,,-,2,,COLORADO,,20213850,POINT (-105.547832 38.998552)
VERMONT,2021,38,,-,0,,,-,,-,,-,2,,4,,7,,,-,1,,1,,1,,VERMONT,,20213808,POINT (-72.662695 44.075252)
KENTUCKY,2021,38,,-,1,,3,,4,,,-,4,,27,,50,,,-,5,,65,,91,,KENTUCKY,,20213840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,38,,N,,NC,,N,,N,,-,1,,5,,12,,,-,1,,3,,1,,PUERTO RICO,,20213867,POINT (-66.414655 18.215692)
MAINE,2021,38,,-,2,,3,,,-,,-,7,,42,,100,,,-,5,,27,,32,,MAINE,,20213804,POINT (-69.06137 45.117911)
VIRGINIA,2021,38,,-,2,,5,,2,,,-,8,,72,,167,,,-,3,,22,,30,,VIRGINIA,,20213836,POINT (-78.666382 37.510861)
ARIZONA,2021,38,,-,3,,11,,6,,1,,2,,17,,35,,,-,2,,12,,15,,ARIZONA,,20213849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,38,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213864,
WISCONSIN,2021,38,,-,1,,3,,,-,,-,2,,2,,7,,,-,2,,11,,8,,WISCONSIN,,20213819,POINT (-89.732969 44.639954)
IDAHO,2021,38,,-,0,,,-,,-,,-,2,,1,,15,,,-,0,,,-,,-,IDAHO,,20213851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20213868,POINT (-64.840836 18.060868)
MICHIGAN,2021,38,,-,1,,2,,4,,,-,3,,16,,15,,,-,3,,25,,35,,MICHIGAN,,20213817,POINT (-85.730977 44.874798)
GEORGIA,2021,38,,-,1,,,-,3,,2,,19,,296,,419,,,-,8,,72,,81,,GEORGIA,,20213832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,38,,-,1,,1,,2,,1,,6,,64,,31,,,-,8,,31,,14,,,NEW YORK CITY,20213812,
ARKANSAS,2021,38,,-,1,,3,,4,,2,,32,,370,,191,,,-,4,,21,,36,,ARKANSAS,,20213844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,38,,-,0,,,-,,-,,-,13,,235,,217,,,-,2,,11,,28,,MISSISSIPPI,,20213841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,38,,-,2,,4,,2,,,-,0,,,-,4,,,-,1,,1,,1,,SOUTH DAKOTA,,20213827,POINT (-100.230491 44.43614)
WYOMING,2021,38,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20213856,POINT (-107.55145 42.999627)
MISSOURI,2021,38,,-,1,,3,,13,,,-,8,,94,,316,,,-,1,,5,,13,,MISSOURI,,20213824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,38,,-,2,,8,,10,,3,,19,,299,,413,,3,,8,,76,,108,,,MIDDLE ATLANTIC,20213809,
CALIFORNIA,2021,38,1,,10,,98,,65,,1,,3,,45,,184,,1,,4,,39,,38,,CALIFORNIA,,20213859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,38,,-,0,,,-,,-,,-,5,,30,,77,,,-,3,,26,,47,,WEST VIRGINIA,,20213837,POINT (-80.613729 38.642579)
FLORIDA,2021,38,,-,1,,3,,2,,,-,23,,165,,817,,2,,56,,303,,170,,FLORIDA,,20213831,POINT (-82.420978 28.260731)
MONTANA,2021,38,,-,1,,,-,,-,,-,1,,,-,7,,,-,1,,2,,4,,MONTANA,,20213852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,38,,-,4,,28,,23,,,-,30,,339,,493,,1,,3,,23,,41,,,WEST NORTH CENTRAL,20213820,
MASSACHUSETTS,2021,38,,-,1,,1,,1,,,-,3,,10,,32,,,-,1,,6,,14,,MASSACHUSETTS,,20213805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,38,,-,3,,17,,18,,1,,3,,39,,155,,,-,4,,35,,39,,,MOUNTAIN,20213848,
INDIANA,2021,38,,-,1,,,-,3,,,-,5,,3,,162,,,-,7,,47,,70,,INDIANA,,20213816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,38,,-,0,,,-,,-,,-,1,,1,,5,,,-,1,,1,,1,,,NON-US RESIDENTS,20213869,
US TERRITORIES,2021,38,,-,0,,,-,,-,,-,1,,6,,13,,,-,2,,4,,7,,,US TERRITORIES,20213863,
OREGON,2021,44,,-,3,,8,,4,,,-,2,,12,,25,,1,,3,,18,,16,,OREGON,,20214461,POINT (-120.605279 43.940449)
DELAWARE,2021,44,,-,0,,,-,,-,,-,3,,8,,28,,,-,2,,4,,6,,DELAWARE,,20214429,POINT (-75.452394 38.994926)
ALABAMA,2021,44,,-,1,,3,,2,,,-,24,,366,,812,,,-,4,,50,,51,,ALABAMA,,20214439,POINT (-86.844516 32.756889)
KANSAS,2021,44,,-,1,,6,,2,,,-,25,,224,,190,,,-,0,,,-,2,,KANSAS,,20214422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,44,,-,1,,1,,1,,,-,35,,528,,397,,,-,5,,53,,115,,NORTH CAROLINA,,20214434,POINT (-79.130883 35.52603)
GUAM,2021,44,,-,0,,,-,,-,,-,1,,3,,,-,,-,1,,1,,,-,GUAM,,20214466,POINT (144.653198 13.3532)
NEW JERSEY,2021,44,,-,0,,,-,1,,,-,4,,47,,141,,,-,2,,1,,41,,NEW JERSEY,,20214410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,44,,-,0,,,-,,-,,-,1,,4,,6,,,-,0,,,-,,-,NEW MEXICO,,20214454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,44,,-,2,,16,,10,,,-,13,,183,,545,,,-,11,,203,,279,,,EAST NORTH CENTRAL,20214414,
TENNESSEE,2021,44,,-,3,,13,,16,,,-,4,,23,,260,,2,,5,,74,,130,,TENNESSEE,,20214442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,44,,-,1,,1,,,-,,-,1,,9,,13,,,-,0,,,-,,-,CONNECTICUT,,20214403,POINT (-72.738288 41.575155)
MARYLAND,2021,44,,-,1,,,-,7,,,-,19,,57,,270,,1,,2,,24,,32,,MARYLAND,,20214433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,44,,-,1,,1,,1,,,-,24,,322,,1042,,,-,4,,43,,54,,SOUTH CAROLINA,,20214435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,44,,-,6,,,-,,-,,-,13,,11,,2,,1,,10,,17,,18,,OKLAHOMA,,20214446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214465,POINT (145.725693 15.1834)
OHIO,2021,44,,-,2,,7,,,-,,-,8,,52,,259,,,-,5,,89,,116,,OHIO,,20214418,POINT (-82.70936 40.415534)
MINNESOTA,2021,44,,-,1,,,-,1,,,-,2,,11,,67,,,-,1,,5,,7,,MINNESOTA,,20214423,POINT (-94.198308 46.349153)
LOUISIANA,2021,44,,-,1,,2,,2,,,-,15,,181,,705,,,-,3,,21,,36,,LOUISIANA,,20214445,POINT (-91.840238 30.921314)
HAWAII,2021,44,,-,0,,,-,,-,,-,1,,4,,5,,,-,1,,2,,,-,HAWAII,,20214460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,44,,-,2,,11,,17,,,-,81,,1574,,3421,,1,,56,,591,,733,,,SOUTH ATLANTIC,20214428,
PENNSYLVANIA,2021,44,,-,1,,1,,3,,1,,17,,183,,110,,1,,4,,44,,42,,PENNSYLVANIA,,20214413,POINT (-77.838886 40.896694)
UTAH,2021,44,,-,2,,7,,5,,,-,1,,5,,12,,,-,2,,13,,9,,UTAH,,20214455,POINT (-111.678222 39.323779)
COLORADO,2021,44,,-,0,,,-,8,,,-,1,,12,,88,,,-,2,,,-,9,,COLORADO,,20214450,POINT (-105.547832 38.998552)
VERMONT,2021,44,,-,0,,,-,,-,,-,2,,4,,13,,,-,1,,1,,3,,VERMONT,,20214408,POINT (-72.662695 44.075252)
KENTUCKY,2021,44,,-,1,,6,,6,,,-,4,,28,,51,,,-,5,,72,,100,,KENTUCKY,,20214440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,44,,N,,NC,,N,,N,,-,1,,5,,12,,,-,1,,3,,1,,PUERTO RICO,,20214467,POINT (-66.414655 18.215692)
MAINE,2021,44,,-,2,,3,,,-,,-,6,,43,,126,,1,,5,,31,,35,,MAINE,,20214404,POINT (-69.06137 45.117911)
VIRGINIA,2021,44,,-,2,,6,,2,,,-,19,,130,,186,,,-,3,,25,,36,,VIRGINIA,,20214436,POINT (-78.666382 37.510861)
ARIZONA,2021,44,1,,3,,13,,6,,,-,2,,21,,41,,,-,2,,11,,15,,ARIZONA,,20214449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,44,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214464,
WISCONSIN,2021,44,,-,1,,4,,,-,,-,1,,2,,11,,,-,2,,12,,11,,WISCONSIN,,20214419,POINT (-89.732969 44.639954)
IDAHO,2021,44,,-,0,,,-,,-,,-,1,,1,,18,,,-,0,,,-,,-,IDAHO,,20214451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20214468,POINT (-64.840836 18.060868)
MICHIGAN,2021,44,,-,1,,2,,4,,,-,3,,17,,17,,,-,3,,27,,38,,MICHIGAN,,20214417,POINT (-85.730977 44.874798)
GEORGIA,2021,44,,-,0,,,-,4,,,-,19,,317,,492,,,-,8,,79,,92,,GEORGIA,,20214432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,44,,-,1,,1,,3,,1,,7,,76,,33,,,-,8,,34,,17,,,NEW YORK CITY,20214412,
ARKANSAS,2021,44,1,,1,,5,,5,,3,,33,,387,,235,,,-,4,,26,,45,,ARKANSAS,,20214444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,44,,-,0,,,-,,-,2,,12,,265,,290,,,-,2,,14,,33,,MISSISSIPPI,,20214441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,44,,-,2,,5,,2,,,-,0,,,-,1,,,-,1,,1,,1,,SOUTH DAKOTA,,20214427,POINT (-100.230491 44.43614)
WYOMING,2021,44,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20214456,POINT (-107.55145 42.999627)
MISSOURI,2021,44,,-,1,,3,,14,,,-,8,,94,,333,,,-,1,,5,,15,,MISSOURI,,20214424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,44,,-,2,,9,,12,,3,,21,,406,,453,,1,,8,,89,,118,,,MIDDLE ATLANTIC,20214409,
CALIFORNIA,2021,44,1,,10,,112,,76,,,-,4,,56,,194,,,-,3,,42,,46,,CALIFORNIA,,20214459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,44,,-,0,,,-,,-,,-,5,,38,,91,,,-,3,,29,,51,,WEST VIRGINIA,,20214437,POINT (-80.613729 38.642579)
FLORIDA,2021,44,,-,1,,3,,2,,,-,17,,174,,910,,,-,47,,334,,347,,FLORIDA,,20214431,POINT (-82.420978 28.260731)
MONTANA,2021,44,,-,0,,,-,1,,,-,1,,1,,8,,,-,1,,2,,4,,MONTANA,,20214452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,44,,-,4,,30,,26,,,-,31,,340,,602,,,-,3,,24,,47,,,WEST NORTH CENTRAL,20214420,
MASSACHUSETTS,2021,44,,-,1,,1,,1,,,-,3,,13,,30,,,-,1,,11,,17,,MASSACHUSETTS,,20214405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,44,1,,3,,21,,21,,,-,3,,46,,190,,,-,4,,37,,50,,,MOUNTAIN,20214448,
INDIANA,2021,44,,-,1,,,-,3,,,-,5,,50,,176,,,-,7,,64,,89,,INDIANA,,20214416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,44,,-,0,,,-,,-,,-,1,,1,,6,,,-,1,,1,,1,,,NON-US RESIDENTS,20214469,
US TERRITORIES,2021,44,,-,0,,,-,,-,,-,1,,8,,13,,,-,2,,4,,7,,,US TERRITORIES,20214463,
MINNESOTA,2021,45,,-,1,,,-,1,,,-,2,,11,,67,,,-,1,,5,,7,,MINNESOTA,,20214523,POINT (-94.198308 46.349153)
LOUISIANA,2021,45,,-,1,,2,,2,,,-,15,,181,,717,,,-,3,,21,,37,,LOUISIANA,,20214545,POINT (-91.840238 30.921314)
HAWAII,2021,45,,-,0,,,-,,-,,-,1,,4,,5,,,-,1,,2,,,-,HAWAII,,20214560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,45,,-,2,,11,,18,,1,,81,,1589,,3494,,,-,56,,669,,747,,,SOUTH ATLANTIC,20214528,
PENNSYLVANIA,2021,45,,-,1,,1,,3,,3,,17,,194,,112,,,-,4,,44,,43,,PENNSYLVANIA,,20214513,POINT (-77.838886 40.896694)
UTAH,2021,45,,-,2,,7,,5,,,-,1,,5,,12,,,-,2,,13,,10,,UTAH,,20214555,POINT (-111.678222 39.323779)
COLORADO,2021,45,,-,0,,,-,8,,,-,1,,12,,89,,,-,2,,,-,9,,COLORADO,,20214550,POINT (-105.547832 38.998552)
VERMONT,2021,45,,-,0,,,-,,-,,-,2,,4,,13,,,-,1,,1,,3,,VERMONT,,20214508,POINT (-72.662695 44.075252)
KENTUCKY,2021,45,,-,1,,6,,6,,,-,4,,28,,51,,,-,5,,72,,102,,KENTUCKY,,20214540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,45,,N,,NC,,N,,N,,-,1,,5,,12,,,-,1,,3,,1,,PUERTO RICO,,20214567,POINT (-66.414655 18.215692)
MAINE,2021,45,,-,2,,3,,,-,,-,6,,43,,129,,,-,5,,31,,35,,MAINE,,20214504,POINT (-69.06137 45.117911)
VIRGINIA,2021,45,,-,2,,6,,2,,,-,19,,133,,191,,,-,3,,26,,36,,VIRGINIA,,20214536,POINT (-78.666382 37.510861)
ARIZONA,2021,45,,-,3,,13,,6,,1,,2,,23,,41,,,-,2,,11,,15,,ARIZONA,,20214549,POINT (-111.664616 34.293239)
TOTAL,2021,39,2,,16,,214,,175,,25,,230,,3881,,7387,,9,,97,,1245,,1521,,,TOTAL,20213970,
US RESIDENTS,2021,39,2,,16,,214,,175,,25,,230,,3873,,7369,,9,,97,,1240,,1513,,,US RESIDENTS,20213901,
NEW HAMPSHIRE,2021,39,,-,0,,,-,,-,,-,2,,4,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20213906,POINT (-71.57139 43.680429)
NEW YORK,2021,39,,-,1,,7,,5,,,-,15,,88,,170,,,-,4,,8,,17,,NEW YORK,,20213911,POINT (-75.59655 42.921241)
PACIFIC,2021,39,1,,10,,107,,70,,2,,8,,78,,471,,,-,7,,80,,86,,,PACIFIC,20213957,
WEST SOUTH CENTRAL,2021,39,1,,2,,10,,7,,9,,49,,810,,928,,1,,14,,74,,104,,,WEST SOUTH CENTRAL,20213943,
NEBRASKA,2021,39,,-,2,,3,,1,,,-,1,,4,,4,,,-,0,,,-,1,,NEBRASKA,,20213925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,39,,-,3,,17,,21,,7,,38,,639,,1247,,,-,12,,180,,288,,,EAST SOUTH CENTRAL,20213938,
AMERICAN SAMOA,2021,45,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214564,
WISCONSIN,2021,45,,-,1,,4,,,-,,-,1,,2,,11,,,-,2,,12,,11,,WISCONSIN,,20214519,POINT (-89.732969 44.639954)
NORTH DAKOTA,2021,39,,-,2,,4,,3,,,-,1,,1,,1,,,-,1,,2,,2,,NORTH DAKOTA,,20213926,POINT (-100.46931 47.446305)
NEVADA,2021,39,,-,1,,1,,1,,,-,2,,1,,15,,,-,3,,10,,9,,NEVADA,,20213953,POINT (-114.916992 39.283294)
ILLINOIS,2021,39,,-,2,,3,,2,,,-,5,,60,,73,,,-,2,,10,,22,,ILLINOIS,,20213915,POINT (-89.148632 40.124144)
IOWA,2021,39,,-,2,,9,,2,,,-,1,,5,,6,,,-,2,,10,,15,,IOWA,,20213921,POINT (-93.500061 42.074659)
TEXAS,2021,39,,-,2,,4,,,-,3,,25,,261,,126,,1,,11,,25,,26,,TEXAS,,20213947,POINT (-99.317341 31.447238)
ALASKA,2021,39,,-,1,,1,,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20213958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,39,,-,0,,,-,,-,,-,1,,,-,5,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20213930,POINT (-77.016275 38.904785)
WASHINGTON,2021,39,,N,,NC,,N,,N,,-,5,,16,,257,,,-,3,,20,,27,,WASHINGTON,,20213962,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,39,,-,2,,4,,1,,,-,9,,71,,179,,,-,5,,39,,50,,,NEW ENGLAND,20213902,
RHODE ISLAND,2021,39,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,RHODE ISLAND,,20213907,POINT (-71.534637 41.572574)
OREGON,2021,39,,-,1,,3,,3,,,-,2,,9,,25,,,-,3,,18,,15,,OREGON,,20213961,POINT (-120.605279 43.940449)
DELAWARE,2021,39,,-,0,,,-,,-,,-,2,,5,,28,,,-,2,,4,,5,,DELAWARE,,20213929,POINT (-75.452394 38.994926)
ALABAMA,2021,39,,-,1,,2,,2,,2,,28,,344,,712,,,-,4,,44,,42,,ALABAMA,,20213939,POINT (-86.844516 32.756889)
